norm_power: [-0.5, -0.4, -0.3, -0.2, -0.1]
norm_power_len: [-20, -20, -20, -20, -20]
5->4->3->2->1





19987, 0.98445189, 0.53406596, 0.98445189               0.97295523, 0.97284442, 0.97265607
19988, 0.97881198, 0.54505497, 0.97881198               0.97295523, 0.97284442, 0.97265607
19989, 0.98394018, 0.53406596, 0.98394018               0.97295523, 0.97284442, 0.97265607
19990, 0.98863411, 0.52527475, 0.98863411               0.97295523, 0.97284442, 0.97265607
19991, 0.98812294, 0.53626376, 0.98812294               0.97295523, 0.97284442, 0.97265607
19992, 0.98524392, 0.53846157, 0.98524392               0.97295523, 0.97284442, 0.97265607
19993, 0.98052794, 0.54945058, 0.98052794               0.97295523, 0.97284442, 0.97265607
19994, 0.98349714, 0.52967036, 0.98349714               0.97295523, 0.97284442, 0.97265607
19995, 0.98375124, 0.53186816, 0.98375124               0.97295523, 0.97284442, 0.97265607
19996, 0.98184282, 0.55164838, 0.98184282               0.97295523, 0.97284442, 0.97265607
